,home_wins,home_draws,home_losses,home_goals,home_oppos_goals,home_shots,home_oppos_shots,home_shotontarget,home_oppos_shotontarget,away_wins,away_draws,away_losses,away_goals,away_oppos_goals,away_shots,away_oppos_shots,away_shotontarget,away_oppos_shotontarget,home_oppos_wins,home_oppos_draws,home_oppos_losses,home_fouls,home_yellowcards,home_redcards,home_cornerkicks,home_oppos_cornerkicks,home_oppos_fouls,home_oppos_yellowcards,home_oppos_redcards,away_fouls,away_yellowcards,away_redcards,away_cornerkicks,away_oppos_cornerkicks,away_oppos_fouls,away_oppos_yellowcards,away_oppos_redcards,wins,draws,losses,oppos_wins,oppos_draws,oppos_losses,goals,shots,shotontarget,cornerkicks,fouls,yellowcards,redcards,oppos_goals,oppos_shots,oppos_shotontarget,oppos_cornerkicks,oppos_fouls,oppos_yellowcards,oppos_redcards
1083,0.8,0.0,0.2,2.4,1.0,13.8,12.0,8.8,8.0,0.8,0.2,0.0,2.0,0.3333333333333333,13.4,9.333333333333334,8.2,4.333333333333333,0.6666666666666666,0.3333333333333333,0.0,10.4,1.4,0.2,7.4,6.333333333333333,9.0,1.3333333333333333,0.0,10.0,2.0,0.2,9.0,4.666666666666667,13.333333333333334,2.0,0.0,0.0,-0.2,0.2,0.6666666666666666,0.3333333333333333,0.0,0.3999999999999999,0.40000000000000036,0.6000000000000014,-1.5999999999999996,0.40000000000000036,-0.6000000000000001,0.0,0.6666666666666667,2.666666666666666,3.666666666666667,1.666666666666666,-4.333333333333334,-0.6666666666666667,0.0
1084,0.4,0.4,0.2,1.4,0.6666666666666666,7.0,9.333333333333334,3.4,7.333333333333333,0.6,0.0,0.4,1.2,0.6666666666666666,14.8,17.666666666666668,9.0,10.666666666666666,0.0,1.0,0.0,11.2,2.0,0.2,3.8,4.0,9.333333333333334,0.6666666666666666,0.0,7.4,0.6,0.0,7.0,10.0,12.0,2.3333333333333335,0.0,-0.19999999999999996,0.4,-0.2,0.0,1.0,0.0,0.19999999999999996,-7.800000000000001,-5.6,-3.2,3.799999999999999,1.4,0.2,0.0,-8.333333333333334,-3.333333333333333,-6.0,-2.666666666666666,-1.666666666666667,0.0
1085,0.8,0.0,0.2,1.8,2.0,16.0,16.666666666666668,10.0,8.0,0.6,0.2,0.2,1.4,0.0,14.2,8.333333333333334,9.0,4.333333333333333,1.0,0.0,0.0,13.4,2.2,0.0,6.0,6.333333333333333,11.0,1.3333333333333333,0.0,10.8,1.6,0.0,8.0,4.333333333333333,12.666666666666666,1.3333333333333333,0.0,0.20000000000000007,-0.2,0.0,1.0,0.0,0.0,0.40000000000000013,1.8000000000000007,1.0,-2.0,2.5999999999999996,0.6000000000000001,0.0,2.0,8.333333333333334,3.666666666666667,2.0,-1.666666666666666,0.0,0.0
1086,0.4,0.4,0.2,1.0,0.6666666666666666,11.0,7.333333333333333,6.4,2.3333333333333335,0.8,0.0,0.2,1.8,2.6666666666666665,13.0,19.666666666666668,6.8,11.0,0.0,0.0,1.0,11.6,1.8,0.0,3.6,2.6666666666666665,10.0,1.3333333333333333,0.0,8.2,1.0,0.0,6.8,10.0,7.333333333333333,1.3333333333333333,0.0,-0.4,0.4,0.0,0.0,0.0,1.0,-0.8,-2.0,-0.39999999999999947,-3.1999999999999997,3.4000000000000004,0.8,0.0,-2.0,-12.333333333333336,-8.666666666666666,-7.333333333333334,2.666666666666667,0.0,0.0
1087,0.4,0.2,0.4,1.0,2.0,7.8,13.333333333333334,4.0,6.333333333333333,0.8,0.2,0.0,2.2,1.6666666666666667,13.8,17.333333333333332,8.8,10.333333333333334,0.3333333333333333,0.6666666666666666,0.0,10.6,1.8,0.2,4.4,4.666666666666667,7.666666666666667,1.6666666666666667,0.0,10.0,1.6,0.2,7.8,8.0,11.0,1.0,0.3333333333333333,-0.4,0.0,0.4,0.3333333333333333,0.6666666666666666,0.0,-1.2000000000000002,-6.000000000000001,-4.800000000000001,-3.3999999999999995,0.5999999999999996,0.19999999999999996,0.0,0.33333333333333326,-3.9999999999999982,-4.000000000000001,-3.333333333333333,-3.333333333333333,0.6666666666666667,-0.3333333333333333
1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,0.2,0.2,0.6,1.6,1.3333333333333333,13.2,15.666666666666666,7.4,9.333333333333334,0.0,0.2,0.8,0.4,1.0,9.8,11.666666666666666,4.0,4.333333333333333,0.6666666666666666,0.0,0.3333333333333333,8.4,1.6,0.2,4.6,5.666666666666667,12.333333333333334,1.6666666666666667,0.0,14.0,2.0,0.0,4.2,5.666666666666667,14.0,2.0,0.0,0.2,0.0,-0.20000000000000007,0.6666666666666666,0.0,0.3333333333333333,1.2000000000000002,3.3999999999999986,3.4000000000000004,0.39999999999999947,-5.6,-0.3999999999999999,0.2,0.33333333333333326,4.0,5.000000000000001,0.0,-1.666666666666666,-0.33333333333333326,0.0
1090,0.2,0.2,0.6,1.2,0.6666666666666666,9.4,7.0,5.0,4.0,0.6,0.4,0.0,1.4,2.3333333333333335,11.8,15.666666666666666,6.8,8.333333333333334,0.0,0.3333333333333333,0.6666666666666666,12.6,2.0,0.0,5.4,3.0,10.666666666666666,1.6666666666666667,0.0,10.8,2.4,0.2,7.4,5.666666666666667,11.666666666666666,0.6666666666666666,0.0,-0.39999999999999997,-0.2,0.6,0.0,0.3333333333333333,0.6666666666666666,-0.19999999999999996,-2.4000000000000004,-1.7999999999999998,-2.0,1.799999999999999,-0.3999999999999999,-0.2,-1.666666666666667,-8.666666666666666,-4.333333333333334,-2.666666666666667,-1.0,1.0,0.0
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,0.2,0.2,0.6,0.8,1.6666666666666667,12.4,12.0,6.2,6.0,0.4,0.0,0.6,0.8,2.3333333333333335,12.6,13.666666666666666,6.0,8.0,0.3333333333333333,0.0,0.6666666666666666,11.2,1.6,0.2,4.0,5.0,9.0,0.6666666666666666,0.0,11.4,1.8,0.0,7.8,6.666666666666667,8.666666666666666,1.6666666666666667,0.0,-0.2,0.2,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,-0.1999999999999993,0.20000000000000018,-3.8,-0.20000000000000107,-0.19999999999999996,0.2,-0.6666666666666667,-1.666666666666666,-2.0,-1.666666666666667,0.3333333333333339,-1.0,0.0
1093,0.2,0.6,0.2,1.2,2.0,11.0,14.333333333333334,5.8,10.0,0.4,0.2,0.4,0.8,2.0,13.0,15.333333333333334,8.6,11.0,0.3333333333333333,0.0,0.6666666666666666,11.0,1.6,0.0,3.6,6.333333333333333,11.333333333333334,1.6666666666666667,0.0,9.6,1.6,0.0,7.0,6.0,8.333333333333334,1.3333333333333333,0.0,-0.2,0.39999999999999997,-0.2,0.3333333333333333,0.0,0.6666666666666666,0.3999999999999999,-2.0,-2.8,-3.4,1.4000000000000004,0.0,0.0,0.0,-1.0,-1.0,0.33333333333333304,3.0,0.3333333333333335,0.0
1094,0.4,0.4,0.2,1.2,2.3333333333333335,15.8,13.666666666666666,9.8,7.0,0.8,0.0,0.2,1.8,1.0,16.6,13.0,10.8,4.333333333333333,0.6666666666666666,0.3333333333333333,0.0,8.6,0.8,0.0,7.0,6.333333333333333,13.0,2.3333333333333335,0.0,8.6,0.6,0.0,6.8,4.666666666666667,12.666666666666666,2.6666666666666665,0.0,-0.4,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.6000000000000001,-0.8000000000000007,-1.0,0.20000000000000018,0.0,0.20000000000000007,0.0,1.3333333333333335,0.6666666666666661,2.666666666666667,1.666666666666666,0.3333333333333339,-0.33333333333333304,0.0
1095,0.4,0.2,0.4,1.6,1.3333333333333333,13.2,11.0,7.4,6.333333333333333,0.8,0.0,0.2,1.6,3.3333333333333335,15.0,17.0,8.6,9.0,0.0,0.0,1.0,11.8,2.0,0.0,4.4,5.333333333333333,9.333333333333334,1.6666666666666667,0.0,12.0,2.0,0.0,5.8,7.333333333333333,10.666666666666666,2.3333333333333335,0.0,-0.4,0.2,0.2,0.0,0.0,1.0,0.0,-1.8000000000000007,-1.1999999999999993,-1.3999999999999995,-0.1999999999999993,0.0,0.0,-2.0,-6.0,-2.666666666666667,-2.0,-1.3333333333333321,-0.6666666666666667,0.0
1096,0.6,0.2,0.2,1.4,2.6666666666666665,13.4,17.0,6.6,9.333333333333334,0.6,0.2,0.2,2.0,0.6666666666666666,12.8,9.0,7.0,4.666666666666667,1.0,0.0,0.0,8.6,1.0,0.0,6.4,7.333333333333333,9.0,1.3333333333333333,0.0,9.6,1.8,0.0,5.4,4.666666666666667,7.666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6000000000000001,0.5999999999999996,-0.40000000000000036,1.0,-1.0,-0.8,0.0,2.0,8.0,4.666666666666667,2.666666666666666,1.333333333333333,0.0,0.0
1097,0.4,0.4,0.2,1.0,3.0,11.2,16.0,6.8,9.666666666666666,0.2,0.2,0.6,0.8,1.0,8.0,9.666666666666666,4.6,6.0,0.6666666666666666,0.3333333333333333,0.0,10.8,2.0,0.0,6.8,4.333333333333333,10.0,1.0,0.0,12.2,1.6,0.4,4.8,5.0,12.0,2.3333333333333335,0.0,0.2,0.2,-0.39999999999999997,0.6666666666666666,0.3333333333333333,0.0,0.19999999999999996,3.1999999999999993,2.2,2.0,-1.3999999999999986,0.3999999999999999,-0.4,2.0,6.333333333333334,3.666666666666666,-0.666666666666667,-2.0,-1.3333333333333335,0.0
1098,0.6,0.0,0.4,1.6,1.6666666666666667,13.2,16.333333333333332,7.6,9.0,0.4,0.6,0.0,1.6,0.6666666666666666,11.4,8.666666666666666,6.2,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.0,11.2,2.6,0.0,5.8,7.0,12.666666666666666,2.0,0.0,10.6,1.8,0.0,3.2,3.3333333333333335,9.666666666666666,1.6666666666666667,0.0,0.19999999999999996,-0.6,0.4,0.6666666666666666,0.3333333333333333,0.0,0.0,1.799999999999999,1.3999999999999995,2.5999999999999996,0.5999999999999996,0.8,0.0,1.0,7.666666666666666,6.333333333333334,3.6666666666666665,3.0,0.33333333333333326,0.0
1099,0.2,0.2,0.6,0.6,1.3333333333333333,11.8,8.666666666666666,6.0,4.0,0.2,0.6,0.2,1.0,1.3333333333333333,18.4,14.666666666666666,11.4,8.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.4,2.0,0.0,5.4,2.0,11.333333333333334,2.0,0.3333333333333333,8.4,1.6,0.0,8.4,9.0,9.333333333333334,1.0,0.3333333333333333,0.0,-0.39999999999999997,0.39999999999999997,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.4,-6.599999999999998,-5.4,-3.0,3.0,0.3999999999999999,0.0,0.0,-6.0,-4.333333333333334,-7.0,2.0,1.0,0.0
1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,0.2,0.2,0.6,0.6,0.6666666666666666,10.6,11.333333333333334,4.0,5.0,0.2,0.4,0.4,1.2,0.6666666666666666,10.4,9.333333333333334,6.2,6.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.4,2.2,0.0,4.4,5.0,11.666666666666666,2.3333333333333335,0.0,9.2,2.8,0.2,5.0,4.666666666666667,13.333333333333334,1.0,0.3333333333333333,0.0,-0.2,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6,0.1999999999999993,-2.2,-0.5999999999999996,5.200000000000001,-0.5999999999999996,-0.2,0.0,2.0,-1.666666666666667,0.33333333333333304,-1.6666666666666679,1.3333333333333335,-0.3333333333333333
1102,0.4,0.2,0.4,0.8,1.0,13.6,7.333333333333333,8.4,4.666666666666667,0.4,0.2,0.4,1.8,1.6666666666666667,13.2,15.666666666666666,8.0,10.0,0.3333333333333333,0.0,0.6666666666666666,9.6,1.4,0.0,7.4,1.3333333333333333,10.333333333333334,1.6666666666666667,0.3333333333333333,10.6,2.0,0.0,4.4,7.666666666666667,7.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,-1.0,0.40000000000000036,0.40000000000000036,3.0,-1.0,-0.6000000000000001,0.0,-0.6666666666666667,-8.333333333333332,-5.333333333333333,-6.333333333333334,2.666666666666667,1.0,0.3333333333333333
1103,0.8,0.2,0.0,2.0,1.3333333333333333,12.8,12.666666666666666,8.0,7.333333333333333,0.6,0.2,0.2,1.8,4.0,12.0,15.0,6.0,9.0,0.0,0.0,1.0,10.2,1.8,0.4,7.0,2.0,11.666666666666666,3.6666666666666665,0.6666666666666666,9.6,1.2,0.0,6.4,4.666666666666667,9.333333333333334,3.0,0.0,0.20000000000000007,0.0,-0.2,0.0,0.0,1.0,0.19999999999999996,0.8000000000000007,2.0,0.5999999999999996,0.5999999999999996,0.6000000000000001,0.4,-2.666666666666667,-2.333333333333334,-1.666666666666667,-2.666666666666667,2.333333333333332,0.6666666666666665,0.6666666666666666
1104,0.6,0.2,0.2,2.0,2.0,13.4,15.333333333333334,8.2,8.0,0.0,0.4,0.6,0.8,1.0,11.8,7.0,5.0,5.333333333333333,0.3333333333333333,0.6666666666666666,0.0,8.4,0.8,0.0,6.0,6.0,14.333333333333334,2.3333333333333335,0.6666666666666666,8.8,1.4,0.0,4.6,5.0,11.0,3.0,0.0,0.6,-0.2,-0.39999999999999997,0.3333333333333333,0.6666666666666666,0.0,1.2,1.5999999999999996,3.1999999999999993,1.4000000000000004,-0.40000000000000036,-0.5999999999999999,0.0,1.0,8.333333333333334,2.666666666666667,1.0,3.333333333333334,-0.6666666666666665,0.6666666666666666
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,0.4,0.2,0.4,1.6,1.0,10.8,10.333333333333334,6.6,6.0,0.4,0.2,0.4,1.2,0.6666666666666666,9.6,11.333333333333334,5.2,4.666666666666667,0.3333333333333333,0.6666666666666666,0.0,9.4,1.2,0.0,5.8,7.0,13.666666666666666,2.0,0.0,10.0,1.8,0.0,5.0,5.333333333333333,8.333333333333334,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.40000000000000013,1.200000000000001,1.3999999999999995,0.7999999999999998,-0.5999999999999996,-0.6000000000000001,0.0,0.33333333333333337,-1.0,1.333333333333333,1.666666666666667,5.333333333333332,0.33333333333333326,-0.3333333333333333
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,0.2,0.2,0.6,1.0,1.6666666666666667,10.0,14.666666666666666,5.6,8.333333333333334,0.4,0.2,0.4,2.2,1.3333333333333333,12.4,9.333333333333334,8.4,5.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.6,2.6,0.0,3.8,7.666666666666667,7.333333333333333,2.0,0.0,8.2,0.6,0.0,4.8,5.0,11.0,1.6666666666666667,0.3333333333333333,-0.2,0.0,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.2000000000000002,-2.4000000000000004,-2.8000000000000007,-1.0,0.40000000000000036,2.0,0.0,0.3333333333333335,5.333333333333332,3.000000000000001,2.666666666666667,-3.666666666666667,0.33333333333333326,-0.3333333333333333
1109,0.0,0.4,0.6,0.6,0.6666666666666666,14.6,6.666666666666667,6.8,4.666666666666667,0.6,0.4,0.0,1.4,1.0,12.0,16.666666666666668,7.8,8.333333333333334,0.3333333333333333,0.0,0.6666666666666666,10.0,1.8,0.2,5.0,3.3333333333333335,11.666666666666666,3.0,0.3333333333333333,10.8,2.4,0.4,6.2,7.666666666666667,11.333333333333334,1.6666666666666667,0.0,-0.6,0.0,0.6,0.3333333333333333,0.0,0.6666666666666666,-0.7999999999999999,2.5999999999999996,-1.0,-1.2000000000000002,-0.8000000000000007,-0.5999999999999999,-0.2,-0.33333333333333337,-10.0,-3.666666666666667,-4.333333333333334,0.33333333333333215,1.3333333333333333,0.3333333333333333
1110,0.0,0.4,0.6,0.6,0.3333333333333333,12.2,8.333333333333334,5.8,5.0,0.8,0.0,0.2,2.0,1.6666666666666667,13.0,18.0,7.4,12.333333333333334,0.3333333333333333,0.0,0.6666666666666666,8.8,1.8,0.0,4.6,3.6666666666666665,7.0,0.6666666666666666,0.0,11.0,2.2,0.0,6.4,6.333333333333333,10.333333333333334,1.0,0.0,-0.8,0.4,0.39999999999999997,0.3333333333333333,0.0,0.6666666666666666,-1.4,-0.8000000000000007,-1.6000000000000005,-1.8000000000000007,-2.1999999999999993,-0.40000000000000013,0.0,-1.3333333333333335,-9.666666666666666,-7.333333333333334,-2.6666666666666665,-3.333333333333334,-0.33333333333333337,0.0
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,0.2,0.4,0.4,1.2,1.3333333333333333,12.2,9.333333333333334,6.8,4.666666666666667,0.2,0.4,0.4,0.8,1.3333333333333333,12.2,13.666666666666666,7.2,5.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.2,1.4,0.4,6.2,8.666666666666666,10.666666666666666,3.0,0.0,10.6,1.8,0.0,6.6,6.666666666666667,8.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3999999999999999,0.0,-0.40000000000000036,-0.39999999999999947,-0.40000000000000036,-0.40000000000000013,0.4,0.0,-4.333333333333332,-0.6666666666666661,1.9999999999999991,2.666666666666666,1.6666666666666667,0.0
1113,0.2,0.6,0.2,1.2,0.6666666666666666,10.4,9.333333333333334,5.8,4.0,0.2,0.2,0.6,0.4,2.3333333333333335,11.0,12.666666666666666,5.4,8.0,0.3333333333333333,0.0,0.6666666666666666,10.0,2.2,0.0,3.0,3.0,12.0,2.0,0.0,11.8,2.4,0.2,5.8,7.0,8.0,0.3333333333333333,0.0,0.0,0.39999999999999997,-0.39999999999999997,0.3333333333333333,0.0,0.6666666666666666,0.7999999999999999,-0.5999999999999996,0.39999999999999947,-2.8,-1.8000000000000007,-0.19999999999999973,-0.2,-1.666666666666667,-3.333333333333332,-4.0,-4.0,4.0,1.6666666666666667,0.0
1114,0.4,0.6,0.0,2.0,2.3333333333333335,19.0,14.0,12.2,8.0,0.4,0.4,0.2,1.0,0.6666666666666666,11.6,11.333333333333334,7.0,5.0,0.6666666666666666,0.3333333333333333,0.0,7.8,1.8,0.0,8.8,6.0,11.0,1.6666666666666667,0.0,10.6,2.0,0.0,7.4,6.0,12.666666666666666,3.0,0.3333333333333333,0.0,0.19999999999999996,-0.2,0.6666666666666666,0.3333333333333333,0.0,1.0,7.4,5.199999999999999,1.4000000000000004,-2.8,-0.19999999999999996,0.0,1.666666666666667,2.666666666666666,3.0,0.0,-1.666666666666666,-1.3333333333333333,-0.3333333333333333
1115,0.4,0.4,0.2,1.8,3.0,12.0,13.666666666666666,5.8,8.0,0.6,0.2,0.2,2.0,2.0,12.8,17.666666666666668,8.2,10.0,0.6666666666666666,0.3333333333333333,0.0,9.8,2.0,0.0,5.6,5.333333333333333,11.666666666666666,1.6666666666666667,0.0,9.2,1.0,0.0,6.2,8.0,13.0,2.3333333333333335,0.6666666666666666,-0.19999999999999996,0.2,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.19999999999999996,-0.8000000000000007,-2.3999999999999995,-0.6000000000000005,0.6000000000000014,1.0,0.0,1.0,-4.000000000000002,-2.0,-2.666666666666667,-1.333333333333334,-0.6666666666666667,-0.6666666666666666
1116,0.4,0.0,0.6,1.2,1.6666666666666667,7.8,6.0,4.4,4.0,0.4,0.0,0.6,0.8,0.0,10.4,9.666666666666666,3.8,5.666666666666667,0.6666666666666666,0.3333333333333333,0.0,10.8,2.2,0.2,4.8,4.666666666666667,9.0,1.3333333333333333,0.0,13.4,2.6,0.0,4.0,5.666666666666667,12.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3999999999999999,-2.6000000000000005,0.6000000000000005,0.7999999999999998,-2.5999999999999996,-0.3999999999999999,0.2,1.6666666666666667,-3.666666666666666,-1.666666666666667,-1.0,-3.0,0.0,-0.3333333333333333
1117,0.6,0.2,0.2,1.2,2.0,11.6,18.666666666666668,6.8,11.333333333333334,0.2,0.2,0.6,1.6,0.3333333333333333,13.8,9.0,8.0,4.0,0.6666666666666666,0.3333333333333333,0.0,11.8,2.2,0.0,5.4,8.0,10.0,1.3333333333333333,0.3333333333333333,9.8,1.8,0.4,7.4,4.333333333333333,9.333333333333334,1.3333333333333333,0.0,0.39999999999999997,0.0,-0.39999999999999997,0.6666666666666666,0.3333333333333333,0.0,-0.40000000000000013,-2.200000000000001,-1.2000000000000002,-2.0,2.0,0.40000000000000013,-0.4,1.6666666666666667,9.666666666666668,7.333333333333334,3.666666666666667,0.6666666666666661,0.0,0.3333333333333333
1118,0.2,0.4,0.4,1.2,0.3333333333333333,12.2,11.333333333333334,7.6,6.333333333333333,0.0,0.6,0.4,0.6,1.3333333333333333,11.8,14.0,5.6,8.333333333333334,0.0,0.3333333333333333,0.6666666666666666,9.4,2.2,0.0,5.6,5.666666666666667,14.666666666666666,2.6666666666666665,0.0,10.2,1.6,0.0,4.8,6.666666666666667,9.333333333333334,1.3333333333333333,0.3333333333333333,0.2,-0.19999999999999996,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6,0.3999999999999986,2.0,0.7999999999999998,-0.7999999999999989,0.6000000000000001,0.0,-1.0,-2.666666666666666,-2.000000000000001,-1.0,5.333333333333332,1.3333333333333333,-0.3333333333333333
1119,0.8,0.2,0.0,2.0,1.6666666666666667,14.4,13.666666666666666,8.6,7.333333333333333,0.6,0.4,0.0,2.0,1.0,12.0,19.333333333333332,7.2,11.0,0.3333333333333333,0.6666666666666666,0.0,9.8,1.0,0.0,6.2,4.666666666666667,8.333333333333334,1.6666666666666667,0.0,10.6,2.0,0.0,4.2,6.333333333333333,10.666666666666666,2.3333333333333335,0.0,0.20000000000000007,-0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,2.4000000000000004,1.3999999999999995,2.0,-0.7999999999999989,-1.0,0.0,0.6666666666666667,-5.666666666666666,-3.666666666666667,-1.666666666666666,-2.333333333333332,-0.6666666666666667,0.0
1120,0.6,0.2,0.2,2.4,1.6666666666666667,12.8,9.333333333333334,8.2,6.0,0.6,0.4,0.0,2.0,4.333333333333333,14.6,17.333333333333332,8.8,10.666666666666666,0.3333333333333333,0.0,0.6666666666666666,9.0,1.0,0.0,4.4,4.0,12.333333333333334,0.6666666666666666,0.0,9.2,1.2,0.0,5.8,7.0,6.0,0.3333333333333333,0.0,0.0,-0.2,0.2,0.3333333333333333,0.0,0.6666666666666666,0.3999999999999999,-1.799999999999999,-0.6000000000000014,-1.3999999999999995,-0.1999999999999993,-0.19999999999999996,0.0,-2.666666666666666,-7.999999999999998,-4.666666666666666,-3.0,6.333333333333334,0.3333333333333333,0.0
1121,0.4,0.4,0.2,0.6,1.6666666666666667,12.0,13.0,6.8,6.333333333333333,0.2,0.6,0.2,1.2,1.3333333333333333,10.2,10.0,5.6,4.0,0.3333333333333333,0.6666666666666666,0.0,11.0,2.2,0.0,7.2,8.0,10.333333333333334,0.3333333333333333,0.3333333333333333,11.6,2.2,0.0,4.0,3.0,12.0,1.3333333333333333,0.6666666666666666,0.2,-0.19999999999999996,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.6,1.8000000000000007,1.2000000000000002,3.2,-0.5999999999999996,0.0,0.0,0.3333333333333335,3.0,2.333333333333333,5.0,-1.666666666666666,-1.0,-0.3333333333333333
1122,0.0,0.2,0.8,0.6,0.6666666666666666,10.0,11.0,6.0,7.666666666666667,0.2,0.8,0.0,1.6,1.3333333333333333,19.0,19.0,11.4,8.666666666666666,0.6666666666666666,0.0,0.3333333333333333,13.8,1.8,0.2,4.6,2.6666666666666665,8.333333333333334,1.6666666666666667,0.0,8.2,1.8,0.0,7.8,7.666666666666667,11.0,0.6666666666666666,0.3333333333333333,-0.2,-0.6000000000000001,0.8,0.6666666666666666,0.0,0.3333333333333333,-1.0,-9.0,-5.4,-3.2,5.600000000000001,0.0,0.2,-0.6666666666666666,-8.0,-0.9999999999999991,-5.0,-2.666666666666666,1.0,-0.3333333333333333
1123,0.4,0.4,0.2,1.6,1.3333333333333333,10.8,19.333333333333332,5.2,13.666666666666666,0.2,0.6,0.2,1.0,0.3333333333333333,11.6,12.0,6.2,8.333333333333334,0.6666666666666666,0.3333333333333333,0.0,10.0,1.8,0.2,4.2,8.0,12.333333333333334,2.0,0.0,11.8,1.6,0.0,4.6,4.0,7.666666666666667,0.6666666666666666,0.0,0.2,-0.19999999999999996,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6000000000000001,-0.7999999999999989,-1.0,-0.39999999999999947,-1.8000000000000007,0.19999999999999996,0.2,1.0,7.333333333333332,5.333333333333332,4.0,4.666666666666667,1.3333333333333335,0.0
1124,0.2,0.2,0.6,1.2,1.0,10.0,11.333333333333334,5.4,4.333333333333333,0.2,0.2,0.6,1.4,1.3333333333333333,14.4,14.0,8.0,8.333333333333334,0.3333333333333333,0.0,0.6666666666666666,9.8,2.6,0.0,4.4,3.6666666666666665,11.0,1.0,0.0,9.0,1.8,0.2,8.4,6.333333333333333,10.333333333333334,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,-0.19999999999999996,-4.4,-2.5999999999999996,-4.0,0.8000000000000007,0.8,-0.2,-0.33333333333333326,-2.666666666666666,-4.000000000000001,-2.6666666666666665,0.6666666666666661,0.0,0.0
1125,0.0,0.4,0.6,0.2,0.0,13.6,11.333333333333334,5.8,6.0,0.2,0.4,0.4,0.4,0.6666666666666666,12.2,11.666666666666666,6.4,5.0,0.0,0.3333333333333333,0.6666666666666666,10.2,2.0,0.2,4.4,3.6666666666666665,11.666666666666666,2.3333333333333335,0.0,12.6,2.2,0.2,6.0,5.666666666666667,9.666666666666666,2.0,0.0,-0.2,0.0,0.19999999999999996,0.0,0.3333333333333333,0.6666666666666666,-0.2,1.4000000000000004,-0.6000000000000005,-1.5999999999999996,-2.4000000000000004,-0.20000000000000018,0.0,-0.6666666666666666,-0.33333333333333215,1.0,-2.0000000000000004,2.0,0.3333333333333335,0.0
1126,0.4,0.2,0.4,1.0,1.0,10.6,7.333333333333333,4.2,3.6666666666666665,0.4,0.6,0.0,2.0,0.6666666666666666,12.8,20.0,7.0,14.666666666666666,0.3333333333333333,0.6666666666666666,0.0,12.2,2.4,0.0,4.6,4.0,9.666666666666666,2.6666666666666665,0.0,11.8,1.6,0.0,4.8,12.0,8.333333333333334,1.6666666666666667,0.3333333333333333,0.0,-0.39999999999999997,0.4,0.3333333333333333,0.6666666666666666,0.0,-1.0,-2.200000000000001,-2.8,-0.20000000000000018,0.3999999999999986,0.7999999999999998,0.0,0.33333333333333337,-12.666666666666668,-11.0,-8.0,1.3333333333333321,0.9999999999999998,-0.3333333333333333
1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
